player_id,player_name,bowling_type,bowling_hand,batting_type,batting_hand,date_of_birth,is_wicket_keeper,nationality
29295,Rosiamliana Ralte Junior,Right-arm offbreak,R,Right-hand bat,R,20/12/87,0,India
29291,Gaurav Singh,Right-arm medium,R,Right-hand bat,R,10/05/99,0,India
29241,Lalrinfela Putea,Right-arm medium,R,Right-hand bat,R,07/12/00,0,India
29221,F Van Lalmuanzuala,Right-arm Leg-Break,R,Right-hand bat,R,19/08/98,0,India
29220,Lalhriatrenga,Right-arm medium-fast,R,Right-hand bat,R,18/12/99,0,India
29219,Tc Vanlalremruata,Slow left-arm orthodox,L,Right-hand bat,R,07/07/00,0,India
29210,Lal Rin Fela,Slow left-arm orthodox,L,Right-hand bat,R,12/07/00,0,India
29195,Lalrinchhana,Right-arm medium,R,Right-hand bat,R,29/12/86,0,India
29193,Jehu Anderson,Right-arm medium,R,Right-hand bat,R,12/11/99,0,India
29189,Rinsangzela Hmamte,Slow left-arm orthodox,L,Left-hand bat,L,07/06/02,0,India
29182,Lalhruai Ralte,Right-arm medium,R,Right-hand bat,R,10/03/92,0,India
29178,Khiangte Vanrotlinga,Right-arm medium,R,Left-hand bat,L,06/12/04,0,India
29174,Vanlalhruaitluanga Hruaia,Right-arm medium-fast,R,Right-hand bat,R,14/03/99,0,India
29142,Tawanda Muyeye,Right-arm offbreak,R,Right-hand bat,R,05/03/01,0,England
29141,Harry Houillon,Right-arm medium,R,Right-hand bat,R,,0,England
29140,J Singh,Right-arm medium,R,Right-hand bat,R,19/09/02,0,England
29139,Nathan Gilchrist,Right-arm fast-medium,R,Right-hand bat,R,11/06/00,0,South Africa
29138,Daniel Bell-Drummond,Right-arm medium-fast,R,Right-hand bat,R,04/08/93,0,England
29136,Eshun Kalley,Right-arm medium,R,Right-hand bat,R,22/11/01,0,England
29135,Luc Benkenstein,Right-arm Leg-Break,R,Right-hand bat,R,02/11/04,0,England
29134,Balwinder Singh,Right-arm medium,R,Right-hand bat,R,15/11/89,0,India
29129,Salman Khan,Right-arm medium,R,Right-hand bat,R,02/03/01,0,Pakistan
29126,William Clark,Right-arm medium,R,Right-hand bat,R,,0,New Zealand
29113,Jeremiah Johann,Right-arm offbreak,R,Right-hand bat,R,02/12/99,0,West Indies
29091,Muhammad Azhar Bin Amaluz Zaman,Right-arm medium,R,Right-hand bat,R,05/11/06,0,Malaysia
29080,Muhammad Khan,Right-arm medium,R,Right-hand bat,R,18/02/99,0,Pakistan
29079,Farhan Babar,Right-arm medium,R,Left-hand bat,L,11/02/94,0,
29078,Muhammad Ikram Jaura,Right-arm medium,R,Right-hand bat,R,04/04/88,0,Pakistan
29077,Sami Ur Rahman,Right-arm offbreak,R,Left-hand bat,L,12/10/94,0,Pakistan
29076,Jabulisa Tshuma,Slow left-arm orthodox,L,Right-hand bat,R,15/07/98,0,Zimbabwe
29075,Aadil Ansari,Right-arm medium,R,Right-hand bat,R,18/10/03,0,
29073,Asif Mehmood,Right-arm medium,R,Right-hand bat,R,02/02/96,0,Pakistan
29070,Zia Mukhtar,Right-arm medium,R,Right-hand bat,R,29/08/93,0,United Arab Emirates
29069,Muhammad Uzair Khan,Right-arm medium,R,Left-hand bat,L,16/01/96,0,United Arab Emirates
29066,Zakary Foulkes,Right-arm medium,R,Right-hand bat,R,05/06/02,0,Australia
29063,Spencer Magodo,Right-arm medium,R,Right-hand bat,R,01/01/01,0,Zimbabwe
29061,Mohammad Sarwar,Right-arm fast-medium,R,Right-hand bat,R,20/01/95,0,Pakistan
28996,Yasar Mustafa,Right-arm medium,R,Right-hand bat,R,,0,Portugal
28978,Muhammad Farooq,Right-arm Leg-Break,R,Right-hand bat,R,10/05/92,0,
28970,Connor Esterhuizen,Right-arm medium,R,Right-hand bat,R,31/05/01,0,South Africa
28967,Tim Robinson,Right-arm medium,R,Right-hand bat,R,28/04/02,0,New Zealand
28922,C Ncube,Right-arm medium,R,Right-hand bat,R,16/04/90,0,Zimbabwe
28920,Ronald Masocha,Right-arm medium,R,Right-hand bat,R,05/06/95,0,Zimbabwe
28919,Kudakwashe Macheka,Right-arm medium,R,Right-hand bat,R,25/09/00,0,Zimbabwe
28915,Trevor Gwandu,Right-arm medium,R,Right-hand bat,R,23/02/98,0,Zimbabwe
28911,John Masara,Right-arm Leg-Break,R,Right-hand bat,R,15/08/91,0,Zimbabwe
28910,Tinashe Muchawaya,Right-arm fast-medium,R,Right-hand bat,R,02/04/97,0,Zimbabwe
28908,Vincent Masekesa,Right-arm Leg-Break,R,Right-hand bat,R,26/03/97,0,Zimbabwe
28907,Frank Mwazviita,Right-arm medium,R,Right-hand bat,R,09/11/98,0,Zimbabwe
28900,Marshall Takodza,Right-arm offbreak,R,Right-hand bat,R,29/07/00,0,Zimbabwe
28899,Kumbirayi Phiri,Right-arm medium,R,Right-hand bat,R,26/09/00,0,Australia
28890,Jordan S Buckingham,Right-arm medium-fast,R,Right-hand bat,R,16/03/00,0,Australia
28888,Rizwan Ks,Slow left-arm orthodox,L,Left-hand bat,L,28/08/95,0,India
28887,Muhammad Zeeshan Butt,Right-arm medium,R,Left-hand bat,L,11/09/90,0,Pakistan
28886,Sapandeep Singh75,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28885,Wajahat Rasool,Right-arm Leg-Break,R,Right-hand bat,R,,0,Pakistan
28882,Shamim Ali,Right-arm medium,R,Right-hand bat,R,10/10/01,0,
28881,Yash Jai Kumar,Right-arm medium,R,Right-hand bat,R,08/01/05,0,United Arab Emirates
28789,Qais Farooq,Right-arm medium,R,Right-hand bat,R,30/08/78,0,
28788,Tanish Suri,Right-arm medium,R,Right-hand bat,R,04/06/05,0,United Arab Emirates
28787,Shrey Sethi,Right-arm medium,R,Right-hand bat,R,09/01/07,0,Afghanistan
28786,Shaurya Singh,Right-arm Leg-Break,R,Right-hand bat,R,05/02/04,0,United Arab Emirates
28785,Akhil Das,Right-arm medium,R,Right-hand bat,R,15/04/90,0,
28784,Krishan Paul,Slow left-arm orthodox,L,Right-hand bat,R,18/07/92,0,
28783,Muhammad Ajmal,Left-arm medium,L,Right-hand bat,R,11/04/71,0,United Arab Emirates
28782,Janaka Chaturanga,Right-arm medium,R,Right-hand bat,R,22/09/82,0,United Arab Emirates
28781,Renjith Mani,Right-arm medium,R,Right-hand bat,R,05/05/88,0,United Arab Emirates
28780,Krishna Kumar Ramakrishnan,Right-arm medium,R,Left-hand bat,L,,0,United Arab Emirates
28779,Hari Chandrashekaran,Right-arm medium,R,Right-hand bat,R,30/06/91,0,India
28778,Manpreet Singh,Right-arm medium,R,Right-hand bat,R,,0,India
28777,Shyam Ramesh,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28776,Shanib Muhammad,Right-arm offbreak,R,Right-hand bat,R,14/04/90,0,United Arab Emirates
28775,Mohtasim Jakati,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28774,Laxman Sreekumar,Right-arm medium,R,Right-hand bat,R,14/05/87,0,
28773,Adnan Arif,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28771,Faisal Baig,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28770,Charith Nirmal,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28768,Sheldon Dcruz,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28766,Sheridan Hadfield,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28762,Abdul Ghaffar,Left-arm medium-fast,L,Left-hand bat,L,20/12/90,0,Pakistan
28757,Raees Ahmed-I,Right-arm Leg-Break,R,Right-hand bat,R,08/09/94,0,Pakistan
28756,Haider Ali,Slow left-arm orthodox,L,Left-hand bat,L,07/05/94,0,United Arab Emirates
28751,Ankur Sangwan,Slow left-arm orthodox,L,Left-hand bat,L,18/11/97,0,
28741,Anil Sharma,Right-arm medium,R,Right-hand bat,R,,0,
28737,Azeem Dar,Right-arm medium,R,Right-hand bat,R,10/12/96,0,Pakistan
28736,Sardar Bahzad,Right-arm medium,R,Right-hand bat,R,05/05/92,0,
28735,Saif Janjua,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28734,Qamar Awan,Right-arm medium,R,Right-hand bat,R,,0,
28733,Rana Kashif,Right-arm medium,R,Right-hand bat,R,,0,
28732,Adil mirza,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28727,Muzamil Qasim Khan,Right-arm medium,R,Right-hand bat,R,,0,
28720,Noorullah Ayobi,Right-arm medium,R,Right-hand bat,R,24/12/05,0,Afghanistan
28702,Mitesh Thanki,Right-arm Leg-Break,R,Right-hand bat,R,16/01/88,0,Saudi Arabia
28701,Jay Seth,Right-arm medium,R,Right-hand bat,R,12/11/91,0,Saudi Arabia
28700,Mohit Goraniya,Slow left-arm orthodox,L,Left-hand bat,L,26/08/92,0,Saudi Arabia
28699,Ali Khaledi,Right-arm medium,R,Right-hand bat,R,11/01/83,0,Pakistan
28698,Hardik Patel,Right-arm medium,R,Right-hand bat,R,28/09/86,0,
28697,Bhera Ram,Right-arm medium,R,Right-hand bat,R,14/11/92,0,Pakistan
28696,Banty Nandy,Right-arm medium,R,Right-hand bat,R,08/05/91,0,Pakistan
28695,Pritesh Anadkat,Right-arm medium,R,Right-hand bat,R,07/12/82,0,
28694,Vishal Zaveri,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28693,Mohammed Zaheer,Right-arm medium,R,Right-hand bat,R,,0,
28692,Mohammed Wakeel,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28691,Mohammed Sahir,Right-arm medium,R,Right-hand bat,R,,0,
28690,Sneh Salet,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28689,Abdul Salam,Right-arm medium,R,Right-hand bat,R,,0,
28688,Shahbaz Khan,Right-arm medium,R,Left-hand bat,L,,0,India
28687,Milesh Pravin,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28686,Hamza Sheraz,Right-arm medium,R,Right-hand bat,R,,0,
28685,Rushabh Shah,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28684,Muhammad Irfan Aurangzeb Yousefzai,Right-arm fast-medium,R,Right-hand bat,R,10/01/92,0,Afghanistan
28682,Sher Khan,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28681,Rizwan Amanat,Right-arm medium,R,Right-hand bat,R,,0,Pakistan
28680,Mohammad Afzal,Right-arm medium,R,Right-hand bat,R,,0,Pakistan
28679,Adeel Hanif,Right-arm offbreak,R,Right-hand bat,R,12/10/89,0,Pakistan
28678,Mazhar Bashir,Right-arm offbreak,R,Right-hand bat,R,05/04/90,0,United Arab Emirates
28676,Adeel Nawab,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28675,Asfandyar Khan,Right-arm medium,R,Right-hand bat,R,,0,
28674,Hassan Ali Khan,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28673,Mohsin Matto,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28671,Muhammad Qaiser Maharvi,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28669,Khalid Ibrahim,Right-arm medium,R,Right-hand bat,R,17/10/92,0,United Arab Emirates
28668,Saud Afzal,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28667,Wajid Hussain Khan,Right-arm medium,R,Left-hand bat,L,23/02/94,0,Zimbabwe
28666,Farrukh Abbas Kazmi,Right-arm medium,R,Right-hand bat,R,07/02/82,0,United Arab Emirates
28665,Dawood Ejaz,Right-arm offbreak,R,Right-hand bat,R,15/05/92,0,Pakistan
28664,Mohammad Ali,Right-arm medium,R,Right-hand bat,R,13/03/92,0,Pakistan
28662,Tanvir Javed,Right-arm medium,R,Right-hand bat,R,14/09/89,0,Pakistan
28661,Shazaib Khan,Right-arm medium,R,Right-hand bat,R,02/09/01,0,Pakistan
28660,Muhammad Afzal,Right-arm medium,R,Right-hand bat,R,29/12/99,0,Pakistan
28658,Muhammad Saleem,Right-arm medium,R,Right-hand bat,R,,0,Saudi Arabia
28657,Irad Ali,Left-arm medium-fast,L,Left-hand bat,L,22/11/90,0,Pakistan
28656,Sajjad Ali Hashmi,Right-arm medium,R,Right-hand bat,R,,0,
28655,Muhammad Rohid,Left-arm Fast,L,Right-hand bat,R,29/09/02,0,United Arab Emirates
28654,Muhammad Nadeem,Right-arm medium,R,Right-hand bat,R,,0,United Arab Emirates
28647,Muhammad Aiman Mohd Hafiz,Right-arm medium,R,Right-hand bat,R,,0,Malaysia
28632,Malan Kruger,Right-arm medium,R,Right-hand bat,R,11/04/95,0,
28618,Dylan Leicher,Right-arm medium,R,Right-hand bat,R,03/05/04,0,
28610,Peter Blignaut,Slow left-arm orthodox,L,Right-hand bat,R,21/10/05,0,
28586,Vinay Khandelwal,Right-arm medium,R,Right-hand bat,R,,0,Oman
28584,Shahbaz Anwar,Right-arm medium,R,Left-hand bat,L,,0,United Arab Emirates
28581,Kashif Ali,Right-arm Leg-Break,R,Right-hand bat,R,06/02/98,0,England
28569,Yugandhar Singh,Right-arm medium,R,Right-hand bat,R,21/10/05,0,India
28568,Nzanthung Mozhui,Right-arm medium,R,Right-hand bat,R,01/12/95,0,India
28556,Hasnat Nisar,Right-arm medium,R,Right-hand bat,R,,0,Malaysia
28553,Justin Manick,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28539,Bishwajit Sahu das,Right-arm medium,R,Right-hand bat,R,11/09/03,0,India
28530,Himangshu Saraswat,Slow left-arm orthodox,L,Left-hand bat,L,05/10/05,0,Bangladesh
28526,Parvej Musaraf,Slow left-arm orthodox,L,Left-hand bat,L,11/11/03,0,India
28523,Prashant Kumar,Right-arm medium,R,Right-hand bat,R,,0,India
28522,Parikshit Banik,Right-arm medium,R,Right-hand bat,R,,0,India
28521,Raihan Jomeel Mazumder,Right-arm medium,R,Right-hand bat,R,,0,India
28517,Raju Das,Right-arm medium,R,Right-hand bat,R,,0,India
28515,Ritupan Phatowali,Right-arm medium,R,Right-hand bat,R,09/03/90,0,Australia
28514,Santanu Dhar,Right-arm medium,R,Right-hand bat,R,,0,India
28511,Pracheer Changmai,Right-arm medium,R,Right-hand bat,R,,0,India
28509,Kalyan Gogoi,Right-arm medium,R,Right-hand bat,R,08/09/91,0,
28507,Uttam Patauri,Right-arm medium,R,Right-hand bat,R,,0,
28505,Affan Ahmed,Right-arm medium,R,Right-hand bat,R,06/10/05,0,India
28503,Md Mansoor Ali,Right-arm medium,R,Right-hand bat,R,,0,India
28502,Sujit Nandi,Right-arm medium,R,Right-hand bat,R,,0,India
28498,Rahul Talukader,Right-arm medium,R,Right-hand bat,R,,0,
28497,Bishal Dey,Right-arm medium,R,Right-hand bat,R,,0,
28495,Utpal Ray,Right-arm medium,R,Right-hand bat,R,,0,
28494,Uttam Basfor,Right-arm medium,R,Right-hand bat,R,,0,India
28492,Samrat Biswas,Right-arm medium,R,Left-hand bat,L,,0,India
28490,Rohit Sen,Right-arm medium,R,Right-hand bat,R,,0,India
28488,Ashim Das,Right-arm medium,R,Right-hand bat,R,,0,India
28486,Moina Basfor,Right-arm medium,R,Right-hand bat,R,,0,India
28484,Gaurav Saikia,Right-arm medium,R,Right-hand bat,R,,0,India
28482,Naheen Islam,Right-arm medium,R,Right-hand bat,R,09/09/05,0,
28479,Hirok Jyoti Deka,Right-arm medium,R,Right-hand bat,R,,0,
28478,Wasim Ahmed,Right-arm medium,R,Right-hand bat,R,15/12/01,0,
28477,Diptesh Saha,Right-arm medium,R,Right-hand bat,R,,0,India
28476,Sumanta Jha,Right-arm medium,R,Left-hand bat,L,,0,India
28475,Kironjyoti Saikia,Right-arm offbreak,R,Right-hand bat,R,,0,India
28473,Ganesh Basfore,Slow left-arm orthodox,L,Right-hand bat,R,13/06/06,0,India
28472,Om Mahanta,Right-arm medium,L,Right-hand bat,R,,0,India
28469,Abhijot Singh Sidhu,Slow left-arm orthodox,L,Right-hand bat,R,23/11/99,0,India
28466,Shuhel Rahman,Right-arm medium,R,Right-hand bat,R,,0,
28465,Mayukh Hazarika,Right-arm medium,R,Right-hand bat,R,29/03/04,0,India
28464,Angshuman Katoni,Right-arm medium,R,Right-hand bat,R,16/03/03,0,India
28463,Hirok Jyoti Choudhury,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
28462,Chinmoy Sharma,Right-arm medium-fast,R,Right-hand bat,R,01/10/02,0,India
28461,Mit Rajkumar,Right-arm medium,R,Right-hand bat,R,13/11/04,0,India
28460,Tajinder Singh,Right-arm medium,R,Right-hand bat,R,,0,India
28458,Rohan Hazarika,Right-arm medium,R,Left-hand bat,L,02/07/04,0,India
28450,Sanjib Barman,Right-arm Leg-Break,R,Right-hand bat,R,14/01/03,0,India
28444,Anup Bhujel,Right-arm medium,R,Right-hand bat,R,,0,India
28443,Pulkit Jain,Right-arm medium,R,Right-hand bat,R,,0,India
28438,Hrishikesh Das,Right-arm medium,R,Right-hand bat,R,17/10/06,0,India
28437,Ranjan Bikash Das,Right-arm medium,R,Right-hand bat,R,10/11/06,0,India
28435,Sanjib Pathak,Right-arm medium,R,Right-hand bat,R,08/09/01,0,India
28433,Pritish Raha Ray,Slow left-arm orthodox,L,Right-hand bat,R,02/01/04,0,India
28432,Bikash Ranjan Das,Right-arm medium,R,Right-hand bat,R,,0,India
28431,Nipujit Kalita,Right-arm medium,R,Right-hand bat,R,23/11/99,0,India
28430,Parag Barman,Right-arm medium,R,Right-hand bat,R,15/08/90,0,India
28428,Kishan Rajak,Right-arm medium,R,Right-hand bat,R,,0,India
28427,Aamir Noor Ali,Right-arm medium,R,Right-hand bat,R,,0,
28426,Bikash Kurmi,Right-arm offbreak,R,Right-hand bat,R,,0,
28424,Rahul Rajak,Right-arm medium,R,Right-hand bat,R,,0,India
28423,Abinash Rowniar,Right-arm medium,R,Right-hand bat,R,,0,
28422,Pawan Kr Majhi,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
28421,Daikho Das,Right-arm medium-fast,R,Right-hand bat,R,01/05/06,0,India
28420,Shraban Kumar Khound,Right-arm medium,R,Right-hand bat,R,,0,India
28419,Mintu Kr Roy,Slow left-arm orthodox,L,Right-hand bat,R,,0,
28417,Dipankar Borah,Right-arm medium,R,Right-hand bat,R,,0,India
28414,Rohit Prasad Rowniar,Right-arm medium,R,Left-hand bat,L,,0,
28413,Dibash Hazarika,Right-arm offbreak,R,Right-hand bat,R,,0,
28412,Siddartha Sankar Baruah,Right-arm medium,R,Right-hand bat,R,,0,
28411,Kallol Bhuyan,Right-arm medium,R,Right-hand bat,R,,0,India
28410,Jogeswar Bhumij,Right-arm fast-medium,R,Right-hand bat,R,30/06/92,0,India
28408,Arijit Dutta,Right-arm medium,R,Right-hand bat,R,,0,India
28406,Uday Shankar Das,Right-arm medium,R,Right-hand bat,R,,0,India
28402,Amanjit Daulagupu,Right-arm medium,R,Right-hand bat,R,,0,India
28401,Bikash Chetry,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
28396,Saurav Dey,Right-arm medium,R,Right-hand bat,R,,0,India
28395,Rahul Singh,Right-arm medium,R,Right-hand bat,R,18/09/95,0,India
28394,Bijoy Deb,Left-arm medium,L,Right-hand bat,R,,0,India
28393,Dhruba Jyoti Das,Right-arm offbreak,R,Right-hand bat,R,01/01/95,0,India
28392,Fergus neill,Right-arm medium,R,Right-hand bat,R,27/01/01,0,
28390,Joshua Ramdoo,Right-arm medium,R,Left-hand bat,L,12/03/95,0,West Indies
28389,Shakeel Johnson,Right-arm medium,R,Right-hand bat,R,04/07/94,0,West Indies
28388,Aristeidis Karvelas,Right-arm medium,R,Right-hand bat,R,20/03/94,0,
28383,Jyoti Medhi,Right-arm medium,R,Right-hand bat,R,,0,
28374,Joges Sarma,Right-arm medium,R,Right-hand bat,R,,0,India
28370,Mousam Rabha,Right-arm medium,R,Right-hand bat,R,,0,
28368,Debraj Shrestha,Right-arm medium,R,Right-hand bat,R,,0,Sweden
28365,Rituraj Baruah,Right-arm medium,R,Right-hand bat,R,,0,
28363,Pranjit Bora,Right-arm offbreak,R,Right-hand bat,R,,0,
28359,Arnab Borah,Right-arm Leg-Break,R,Right-hand bat,R,20/01/05,0,India
28358,Priyangshu Dutta,Right-arm offbreak,R,Right-hand bat,R,24/04/04,0,India
28355,Nabajeet Ghosh,Right-arm medium,R,Right-hand bat,R,04/02/94,0,India
28354,Debajit Boruah,Right-arm offbreak,R,Right-hand bat,R,21/01/93,0,India
28353,Saurav Kr Shan,Right-arm medium,R,Right-hand bat,R,27/12/98,0,India
28351,Bichitra Baruah,Slow left-arm orthodox,L,Left-hand bat,L,22/12/86,0,India
28301,Dejourn Charles,Right-arm medium,R,Left-hand bat,L,09/12/97,0,West Indies
28296,Ainool Hafizs,Right-arm medium,R,Right-hand bat,R,15/03/96,1,Malaysia
28289,Vijay Unni,Right-arm offbreak,R,Right-hand bat,R,14/08/03,0,Malaysia
28288,Zubaidi Zulkifle,Right-arm medium,R,Right-hand bat,R,14/02/00,0,Malaysia
28287,Siddharth Karthik Rajaratnam,Right-arm medium,R,Right-hand bat,R,23/09/04,0,Malaysia
28283,Mikkel Govia,Right-arm medium,R,Right-hand bat,R,22/01/02,0,West Indies
28280,Sarvesh Rohilla,Right-arm medium,R,Right-hand bat,R,06/12/03,0,India
28279,Mayank Raghuvir Shandilya,Right-arm offbreak,R,Right-hand bat,R,24/03/04,0,India
28242,Ahkeel Mollon,Slow left-arm orthodox,L,Right-hand bat,R,,0,West Indies
28241,Navin Bidaisee,Right-arm medium,R,Left-hand bat,L,05/04/65,0,West Indies
28240,Jordan Gervase Warner,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28239,Dexter Sween,Right-arm medium,R,Right-hand bat,R,01/09/98,0,West Indies
28231,Eric Garcia,Right-arm medium,R,Right-hand bat,R,15/12/01,0,West Indies
28229,Daniel Williams,Right-arm medium,R,Right-hand bat,R,13/01/98,0,West Indies
28228,Kieshawn Dillon,Right-arm medium,R,Right-hand bat,R,09/08/89,0,West Indies
28227,Justin Jagessar,Right-arm medium,R,Right-hand bat,R,09/12/04,0,West Indies
28226,Ewart Nicholson,Right-arm offbreak,R,Right-hand bat,R,,0,West Indies
28225,Nicholas Sookdeosingh,Right-arm medium,R,Left-hand bat,L,22/07/89,0,West Indies
28224,Ricky Jaipaul,Slow left-arm orthodox,L,Right-hand bat,R,02/03/92,0,West Indies
28222,Kiedel Glasgow,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28221,Andrew Rambaran,Right-arm medium,R,Right-hand bat,R,16/03/05,0,West Indies
28220,Sameer Ali,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28219,Kashtri Singh,Right-arm medium,R,Right-hand bat,R,14/06/88,0,West Indies
28218,Chadeon Raymond,Right-arm medium,R,Right-hand bat,R,09/12/02,0,West Indies
28217,Jesse Bootan,Right-arm medium,R,Right-hand bat,R,30/12/95,0,West Indies
28212,Stephon Ramdial,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28211,Jahron Alfred,Right-arm medium,R,Right-hand bat,R,09/09/91,0,West Indies
28209,Anthony Alexander,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28208,Adrian Ali,Right-arm medium,R,Right-hand bat,R,14/04/88,0,West Indies
28206,Hakeem Mitchell,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28201,Kerwin Sirju,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28200,Ansil Bhagan,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28199,Daniel Osouna,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28198,Shaaron Lewis,Left-arm medium,L,Left-hand bat,L,12/03/98,0,West Indies
28197,Crystian Thurton,Right-arm medium,R,Right-hand bat,R,24/03/00,0,West Indies
28195,Teshwan Castro,Right-arm medium,R,Right-hand bat,R,28/02/92,0,West Indies
28194,Shatrughan Rambaran,Right-arm offbreak,R,Right-hand bat,R,19/05/03,0,West Indies
28193,Ryan Bandoo,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28192,Namir Suepaul,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28191,Justin Joseph,Right-arm medium,R,Right-hand bat,R,20/12/95,0,West Indies
28190,Vishan Jagessar,Right-arm medium,R,Right-hand bat,R,,0,West Indies
28188,Sion Hackett,Right-arm medium,R,Right-hand bat,R,26/05/03,0,West Indies
28187,Christopher Vincent,Slow left-arm orthodox,L,Right-hand bat,R,,0,West Indies
28185,Kamil Pooran,Right-arm medium,R,Right-hand bat,R,13/06/96,0,West Indies
28184,Aaron Alfred,Right-arm medium,R,Right-hand bat,R,17/03/91,0,West Indies
28183,Eden Tom,Right-arm Fast,R,Right-hand bat,R,02/07/05,0,India
28022,Adnan Danish,Right-arm offbreak,R,Right-hand bat,R,29/10/95,0,Pakistan
28021,Saurabh Dubey,Left-arm medium-fast,R,Right-hand bat,R,22/01/98,0,India
28020,Shubham Garhwal,Slow left-arm orthodox,L,Left-hand bat,L,14/05/95,0,India
28019,Ramesh Kumar,Slow left-arm orthodox,L,Left-hand bat,L,31/12/98,0,
28018,Ashok Sharma,Right-arm medium,R,Right-hand bat,R,17/06/02,0,India
27998,Justin Broad,Right-arm medium,R,Right-hand bat,R,30/06/00,0,
27991,Haider Ali Butt,Right-arm offbreak,R,Right-hand bat,R,21/10/97,0,United Arab Emirates
27988,Jatinderpal Matharu,Right-arm Fast,R,Right-hand bat,R,05/09/92,0,
27987,Rishiv Joshi,Left-arm medium-fast,L,Right-hand bat,R,03/11/00,0,
27985,Naseer Ullah Khan,Right-arm offbreak,R,Right-hand bat,R,02/01/99,0,Pakistan
27981,Vishvas Malik,Right-arm medium,R,Right-hand bat,R,29/10/97,0,India
27980,Shahbaz Hussain,None,,Right-hand bat,R,09/12/96,0,India
27977,Alankrit Agarwal,Right-arm offbreak,R,Right-hand bat,R,21/10/99,0,India
27976,Rakesh Pattanaik,Right-arm offbreak,R,Right-hand bat,R,29/06/92,0,India
27975,Nirupam Sen,Right-arm offbreak,R,Right-hand bat,R,27/02/90,0,India
27973,Kevin Jivrajani,Right-arm Fast,R,Left-hand bat,L,16/08/98,0,India
27972,Aditya Jadeja,Left-arm medium,L,Left-hand bat,L,18/03/02,0,India
27971,Prerit Dutta,Slow left-arm orthodox,L,Left-hand bat,L,22/09/98,0,India
27970,Gurnoor Singh,Right-arm medium,R,Left-hand bat,L,24/05/00,0,India
27969,Anubhav Santosh Agarwal,Right-arm medium-fast,R,Right-hand bat,R,31/10/96,0,India
27968,Avdhoot Dandekar,Right-arm medium,R,Right-hand bat,R,08/07/90,0,India
27965,Vipin Kumar,Right-arm medium,R,Right-hand bat,R,10/01/96,0,India
27964,Anshul Kamboj,Right-arm medium,R,Right-hand bat,R,06/12/00,0,India
27963,Parth Vaghani,Left-arm medium,L,Right-hand bat,R,29/11/94,0,India
27962,Saurav Chauhan,Right-arm offbreak,R,Left-hand bat,L,27/05/00,0,India
27961,Dev Lakra,Right-arm medium-fast,R,Right-hand bat,R,26/06/03,0,India
27960,Mayank Yadav,Right-arm medium,R,Right-hand bat,R,16/06/02,0,India
27959,Hrithik Shokeen,Right-arm offbreak,R,Right-hand bat,R,17/01/00,0,India
27958,Sachin Yadav,Right-arm medium,R,Left-hand bat,L,07/04/94,0,India
27957,Siddharth Raut,Right-arm medium,R,Right-hand bat,R,23/06/93,0,India
27956,Prashant Solanki,Right-arm Leg-Break,R,Right-hand bat,R,22/02/00,0,India
27953,Jyotsnil Singh,Right-arm offbreak,R,Right-hand bat,R,15/12/97,0,India
27950,Shahzad Ali,Right-arm medium,R,Right-hand bat,R,17/09/92,0,Pakistan
27911,Blake Nikitaras,Right-arm offbreak,R,Left-hand bat,L,28/04/00,0,
27908,Aitizaz Habib,,,,,,0,
